scenario,T,value
S0,T5376,11.811591863979807
S0,T7393,5.39277641100784
S0,T7394,5.286923437465857
S0,T7395,5.275893900081563
S0,T7396,5.318033372961558
S0,T7397,5.453957311237986
S0,T7398,5.662872296341047
S0,T7399,6.170475062253415
S0,T7400,6.0392502153079155
S0,T7401,5.953694755194739
S0,T7402,5.833675295317399
S0,T7403,5.722685479510622
S0,T7404,5.663262653896054
S0,T7405,5.832220275251644
S0,T7406,5.676817888606474
S0,T7407,5.855919363000126
S0,T7408,6.222168565271244
S0,T7409,8.580361466028705
S0,T7410,6.548244256788062
S0,T7411,6.064295221595219
S0,T7412,5.8353087948741775
S0,T7413,5.609480506449165
S0,T7414,5.438624527379869
S0,T7415,5.2830213641097625
S0,T7416,5.275084146254426
S0,T7417,5.264282738796788
S0,T7418,5.266577715292741
S0,T7419,5.326866260252908
S0,T7420,5.424687457025164
S0,T7421,5.7322359133440814
S0,T7422,7.605584134970916
S0,T7423,17.16013344631449
S0,T7424,17.850929998665908
S0,T7425,17.24744601092501
S0,T7426,16.592206426791222
S0,T7427,16.40407098161798
S0,T7428,15.091623703865075
S0,T7429,14.841101442412114
S0,T7430,15.023654677307789
S0,T7431,16.2077471420062
S0,T7432,17.06998335599393
S0,T7433,18.786964399264036
S0,T7434,18.343132911120385
S0,T7435,17.306651004334217
S0,T7436,15.481343170971803
S0,T7437,14.302822267060572
S0,T7438,14.48839198971611
S0,T7439,13.597043800452076
S0,T7440,13.988838960273773
S0,T7441,12.96151572346864
S0,T7442,11.817228898632399
S0,T7443,9.432829465085357
S0,T7444,11.614982832295777
S0,T7445,12.195099494022509
S0,T7446,12.781087038774658
S0,T7447,12.907271820734067
S0,T7448,13.859013688019727
S0,T7449,13.860427317480399
S0,T7450,13.411199028528074
S0,T7451,13.17175730030033
S0,T7452,13.449073767713708
S0,T7453,13.289419321889227
S0,T7454,13.782954060713102
S0,T7455,15.662253061186162
S0,T7456,17.248088439119638
S0,T7457,18.614462090523496
S0,T7458,17.815004975443056
S0,T7459,17.26892397593782
S0,T7460,16.24605379718016
S0,T7461,15.207055974067288
S0,T7462,14.922449117913688
S0,T7463,14.322945938568056
S0,T7464,14.37034287840143
S0,T7465,13.335215212747064
S0,T7466,13.165725187699822
S0,T7467,13.189036032449568
S0,T7468,13.345856802561288
S0,T7469,12.429465506668796
S0,T7470,15.466782987763663
S0,T7471,23.585177461329163
S0,T7472,25.064875043940248
S0,T7473,25.087194278002425
S0,T7474,25.029440420304525
S0,T7475,25.036706056585164
S0,T7476,25.018367565683096
S0,T7477,25.0172364615143
S0,T7478,13.986244558869384
S0,T7479,15.639487529233275
S0,T7480,16.765992659823162
S0,T7481,18.265435002835165
S0,T7482,18.04395638010598
S0,T7483,17.144593107665987
S0,T7484,16.481662370134067
S0,T7485,15.507378764964889
S0,T7486,15.158365820106615
S0,T7487,14.390850528312692
S0,T7488,13.517877970507534
S0,T7489,11.023588547545966
S0,T7490,10.208687117522343
S0,T7491,11.590178635047245
S0,T7492,13.141978409699949
S0,T7493,12.653698039701865
S0,T7494,18.010917068716168
S0,T7495,20.665814752088867
S0,T7496,22.42864599047753
S0,T7497,17.77299166964249
S0,T7498,17.541476534432455
S0,T7499,17.524647396336825
S0,T7500,17.50982018700779
S0,T7501,22.130474133665093
S0,T7502,22.093556570311545
S0,T7503,22.188091534417136
S0,T7504,24.915587183130746
S0,T7505,43.312493535978675
S0,T7506,26.19275838144216
S0,T7507,19.97351375136236
S0,T7508,17.562409761451097
S0,T7509,16.651696786604315
S0,T7510,16.00998403453907
S0,T7511,14.552026258395047
S0,T7512,13.634829404754214
S0,T7513,13.634433574357125
S0,T7514,13.4372136660738
S0,T7515,13.231181848929392
S0,T7516,13.516560439132405
S0,T7517,14.515010030195354
S0,T7518,17.523230080863765
S0,T7519,23.334285432517877
S0,T7520,33.502166858455695
S0,T7521,22.999803049361596
S0,T7522,22.566933191152323
S0,T7523,22.971625368785112
S0,T7524,23.127363446268514
S0,T7525,24.421371654394154
S0,T7526,23.645262214390325
S0,T7527,24.1607878021642
S0,T7528,26.081402715769283
S0,T7529,50.326746017636616
S0,T7530,24.694890588335674
S0,T7531,21.692299497654496
S0,T7532,18.182017425937822
S0,T7533,16.771294894553755
S0,T7534,16.18487735618999
S0,T7535,14.695201562348698
S0,T7536,15.433884730130874
S0,T7537,14.882607217230593
S0,T7538,13.962856636008045
S0,T7539,13.901831977185266
S0,T7540,13.829176967678116
S0,T7541,14.411222932414455
S0,T7542,17.241903345792903
S0,T7543,21.656927970222167
S0,T7544,21.854345975647984
S0,T7545,19.716840110283453
S0,T7546,19.519278734028987
S0,T7547,20.043962366246813
S0,T7548,21.213262710604575
S0,T7549,21.771413890644794
S0,T7550,21.776796610402837
S0,T7551,21.975783131231488
S0,T7552,23.17025400235891
S0,T7553,28.26291488648877
S0,T7554,22.129823918204803
S0,T7555,20.245015980427734
S0,T7556,16.790827081832866
S0,T7557,14.863656514325205
S0,T7558,14.6729195924202
S0,T7559,13.886852025797369
S0,T7560,6.77187004351379
S1,T0841,9.843301269405437
S1,T0842,9.938944486928436
S1,T0843,10.058098958445617
S1,T0844,9.992576156711987
S1,T0845,9.96914059794237
S1,T0846,12.187279141798568
S1,T0847,14.67989645541396
S1,T0848,16.57013670141504
S1,T0849,15.059439665193452
S1,T0850,12.420442761674785
S1,T0851,10.354064170386229
S1,T0852,10.297598395202922
S1,T0853,10.214559355060201
S1,T0854,10.120767040298972
S1,T0855,10.072986118666803
S1,T0856,10.113565570465369
S1,T0857,10.129059178082386
S1,T0858,10.05805021104302
S1,T0859,9.985930047930195
S1,T0860,9.831380539575893
S1,T0861,9.783376483681684
S1,T0862,9.64894222248512
S1,T0863,9.473540774556954
S1,T0864,9.366709033095239
S1,T0865,9.348483645932765
S1,T0866,9.428765043705356
S1,T0867,9.461469088628247
S1,T0868,9.580514744231602
S1,T0869,9.753612436102543
S1,T0870,9.893815712445889
S1,T0871,10.117088292263935
S1,T0872,10.284004812259875
S1,T0873,10.319002552270698
S1,T0874,10.304421765898946
S1,T0875,10.242706941829006
S1,T0876,10.195069630116341
S1,T0877,10.261593052098215
S1,T0878,10.114222449993912
S1,T0879,10.22329828437162
S1,T0880,12.995834889105113
S1,T0881,17.595356209149756
S1,T0882,17.8580181388934
S1,T0883,13.140544126041666
S1,T0884,14.49643931855046
S1,T0885,15.702104973039772
S1,T0886,15.598893648263662
S1,T0887,14.630570110944264
S1,T0888,14.678885921762717
S1,T0889,14.392091728846726
S1,T0890,13.279156726200624
S1,T0891,12.459680942328193
S1,T0892,12.48339965759808
S1,T0893,12.845681939747024
S1,T0894,16.91394025624391
S1,T0895,19.144472036888526
S1,T0896,21.33721361834957
S1,T0897,18.649964749013122
S1,T0898,17.06374190688041
S1,T0899,16.297043899385145
S1,T0900,15.944279052144209
S1,T0901,15.301913084857278
S1,T0902,14.69335649093006
S1,T0903,14.514503822565612
S1,T0904,15.985796166634877
S1,T0905,16.779006226508386
S1,T0906,16.56087488481331
S1,T0907,15.272071570395697
S1,T0908,9.905164645954411
S1,T0909,9.829562830578327
S1,T0910,9.669714503081034
S1,T0911,9.575094103181819
S1,T0912,9.373623069672618
S1,T0913,9.316480472924782
S1,T0914,9.246712431960903
S1,T0915,9.200692484147726
S1,T0916,9.188716521842531
S1,T0917,9.160246398754735
S1,T0918,9.150332172743505
S1,T0919,9.187014078085769
S1,T0920,9.251338638861606
S1,T0921,9.30680926759605
S1,T0922,9.333949463622835
S1,T0923,9.344910328564664
S1,T0924,9.335806152246349
S1,T0925,9.363300973739854
S1,T0926,9.428536762815206
S1,T0927,9.490673123664097
S1,T0928,9.61545664451231
S1,T0929,9.896932528409767
S1,T0930,13.958236125050055
S1,T0931,9.850107813630952
S1,T0932,9.282841771179653
S1,T0933,9.153197887792883
S1,T0934,9.0670407851921
S1,T0935,8.882885965113637
S1,T0936,9.025307309991883
S1,T0937,8.930708495161662
S1,T0938,8.804431250900299
S1,T0939,8.189165440533685
S1,T0940,7.771452391853355
S1,T0941,6.906043004621211
S1,T0942,6.716291872709686
S1,T0943,7.027161356227002
S1,T0944,7.644116987560876
S1,T0945,8.131136694272186
S1,T0946,8.322366293501082
S1,T0947,8.320260153279897
S1,T0948,8.307323284601596
S1,T0949,8.311123438063447
S1,T0950,7.917586380033143
S1,T0951,7.902968571534767
S1,T0952,8.316605085685877
S1,T0953,8.793615537790178
S1,T0954,8.8383810312987
S1,T0955,7.9339995578118225
S1,T0956,6.735958701593614
S1,T0957,6.534410014533279
S1,T0958,6.017257837050189
S1,T0959,5.647085903839962
S1,T0960,4.9409725144399355
S1,T0961,4.904802637568317
S1,T0962,4.947597169669913
S1,T0963,4.950047720181277
S1,T0964,5.47685046645901
S1,T0965,5.684864631433306
S1,T0966,8.158848188537608
S1,T0967,9.280944766835768
S1,T0968,10.415580018371887
S1,T0969,9.181839173394886
S1,T0970,9.009285488672889
S1,T0971,9.03296194653409
S1,T0972,8.840479270416665
S1,T0973,8.86519434193723
S1,T0974,8.92060869553842
S1,T0975,8.942480240572241
S1,T0976,9.107822640589827
S1,T0977,9.312224992537201
S1,T0978,9.352810240777869
S1,T0979,9.162522868012715
S1,T0980,9.123138650308443
S1,T0981,8.987782384648268
S1,T0982,8.71169344871618
S1,T0983,7.069208537275432
S1,T0984,8.593289881226326
S1,T0985,7.0126341843384745
S1,T0986,5.7294129455066285
S1,T0987,5.712088174981736
S1,T0988,5.706793091714691
S1,T0989,6.093474321812771
S1,T0990,9.06957054521645
S1,T0991,9.251777583021509
S1,T0992,9.397977331439394
S1,T0993,9.190981674413555
S1,T0994,9.108998002140828
S1,T0995,9.1028058041829
S1,T0996,9.065139504919507
S1,T0997,9.041548845930736
S1,T0998,9.11437441181074
S1,T0999,9.107410422366748
S1,T1000,9.321386642263935
S1,T1001,9.409118071375135
S1,T1002,9.437152061220914
S1,T1003,9.409729324648268
S1,T1004,9.152851883616748
S1,T1005,9.01056334733428
S1,T1006,8.864190765852948
S1,T1007,7.582272311260822
S1,T1008,8.626222481356196
S1,T3025,9.8546162929297
S1,T3026,10.075475889251939
S1,T3027,10.093860450504755
S1,T3028,10.00986048444646
S1,T3029,11.365454581617465
S1,T3030,12.214005080205782
S1,T3031,12.248531502149113
S1,T3032,11.187292397996623
S1,T3033,10.614606349485866
S1,T3034,10.361182867145986
S1,T3035,9.713066668303103
S1,T3036,9.559666107531275
S1,T3037,9.584021982795223
S1,T3038,9.811714862479986
S1,T3039,10.026944133864149
S1,T3040,10.568372796835126
S1,T3041,12.309225829582187
S1,T3042,17.765718693065423
S1,T3043,18.205851496997123
S1,T3044,14.34512393128534
S1,T3045,12.413522607234176
S1,T3046,11.768282906177761
S1,T3047,11.230272851023269
S1,T3048,10.409144823884791
S1,T3049,10.51346060174756
S1,T3050,10.429975350119465
S1,T3051,10.480573224277585
S1,T3052,10.919779905736805
S1,T3053,12.059140877952217
S1,T3054,13.011446436663123
S1,T3055,12.284832637127222
S1,T3056,11.28683332827308
S1,T3057,10.43726672655179
S1,T3058,10.013282797535027
S1,T3059,9.71674399803853
S1,T3060,9.216290285376534
S1,T3061,8.975463857556292
S1,T3062,9.289688863656494
S1,T3063,10.08162471196335
S1,T3064,10.889990892746436
S1,T3065,11.96751895660558
S1,T3066,14.45238102308669
S1,T3067,15.877628165429071
S1,T3068,13.15259120374531
S1,T3069,12.854420341380411
S1,T3070,11.715302239979984
S1,T3071,10.80892638460658
S1,T3072,10.833059515627346
S1,T3073,10.704027861149612
S1,T3074,10.895805762258485
S1,T3075,11.140460994834037
S1,T3076,11.104092408194203
S1,T3077,10.895176414220339
S1,T3078,11.000537234612954
S1,T3079,11.070146401984147
S1,T3080,10.778029153043102
S1,T3081,10.374002584017216
S1,T3082,10.379247219113823
S1,T3083,10.264970204416029
S1,T3084,9.859549967008919
S1,T3085,9.701548381406367
S1,T3086,9.22343215462596
S1,T3087,9.516933358900173
S1,T3088,11.059195689606144
S1,T3089,12.788775253731112
S1,T3090,15.227004441315334
S1,T3091,14.339925421190863
S1,T3092,12.954248760304063
S1,T3093,12.298790037624473
S1,T3094,11.100253718007803
S1,T3095,10.385666903553382
S1,T3096,10.045631618767032
S1,T3097,9.863519800888037
S1,T3098,9.602156912594749
S1,T3099,9.175357710075552
S1,T3100,9.117718402892619
S1,T3101,8.95974395237367
S1,T3102,8.448215659100818
S1,T3103,8.865609136909834
S1,T3104,8.746889847282016
S1,T3105,8.437817087322887
S1,T3106,8.40503073336884
S1,T3107,8.173773651620634
S1,T3108,6.902058020718355
S1,T3109,6.7566328957028725
S1,T3110,6.827163305353604
S1,T3111,6.719039297825737
S1,T3112,6.988339118628932
S1,T3113,8.077624192927917
S1,T3114,8.690048412337132
S1,T3115,8.779611129679218
