scenario,T,value
S0,T3122,6.468311193150641
S0,T3123,6.374072051590545
S0,T3124,7.548768528436698
S0,T3125,12.227083140389425
S0,T3126,13.420582895476763
S0,T3127,14.131025173696314
S0,T3128,13.345751892413462
S0,T3129,12.65672635089263
S0,T3130,12.296660220316506
S0,T3131,11.460482601677084
S0,T3132,10.650547078241988
S0,T3133,8.925431627599359
S0,T3134,8.689588892288462
S0,T3135,8.725098095978366
S0,T3136,10.490077509040866
S0,T3137,12.02183990864423
S0,T3138,13.380099876339745
S0,T3139,13.492756742515224
S0,T3140,14.064062011180289
S0,T3141,13.429885805476765
S0,T3142,12.696482040841348
S0,T3143,13.093611645825321
S0,T3144,12.304209404867787
S0,T3145,11.956446687548077
S0,T3146,11.608430564546476
S0,T3147,11.574736094565706
S0,T3148,12.335504531351765
S0,T3149,14.909972277832532
S0,T3150,17.197786946870192
S0,T3151,14.993802561455128
S0,T3152,13.989956570552886
S0,T3153,13.496347171818108
S0,T3154,13.127078082620994
S0,T3155,12.460510038513622
S0,T3156,11.845425873639424
S0,T3157,11.496399250854969
S0,T3158,11.512254070334937
S0,T3159,11.562648361538463
S0,T3160,13.021390151388625
S0,T3161,14.28716798742468
S0,T3162,15.154517054655448
S0,T3163,15.493109413020834
S0,T3164,14.832534054115385
S0,T3165,14.4907417126883
S0,T3166,13.935975308814104
S0,T3167,13.952743525099361
S0,T3168,13.445490313733176
S0,T3169,13.115677242805289
S0,T3170,13.231801229782853
S0,T3171,13.12411125963702
S0,T3172,14.364501985852563
S0,T3173,17.619728118494393
S0,T3174,21.511727542439903
S0,T3175,21.314154647469554
S0,T3176,18.86541326210657
S0,T3177,18.814138465233174
S0,T3178,18.24875450271234
S0,T3179,17.670280498998398
S0,T3180,17.04124790246715
S0,T3181,16.500924975824518
S0,T3182,16.50446643329407
S0,T3183,16.294775625572914
S0,T3184,18.53267873195593
S0,T3185,20.758774643200322
S0,T3186,21.030624861035257
S0,T3187,17.96426670594391
S0,T3188,16.913715884645832
S0,T3189,14.553211319877404
S0,T3190,13.013239128734774
S0,T3191,12.251660120978364
S0,T3192,12.014109588362981
S0,T5209,12.644020547033069
S0,T5210,12.771607453977344
S0,T5211,13.214480330010717
S0,T5212,14.427813372182332
S0,T5213,15.795471465068129
S0,T5214,18.106459769526946
S0,T5215,18.895019026485
S0,T5216,18.841474982549755
S0,T5217,16.057450610359766
S0,T5218,15.316964385302358
S0,T5219,15.131466975419475
S0,T5220,15.996780686927435
S0,T5221,15.852940249082213
S0,T5222,15.601728793658145
S0,T5223,17.606723047511483
S0,T5224,19.737218329110533
S0,T5225,21.001123993328996
S0,T5226,23.762727325695806
S0,T5227,21.25080976456522
S0,T5228,19.153898226035672
S0,T5229,18.551296410499848
S0,T5230,17.206273843619105
S0,T5231,16.33718846371249
S0,T5232,15.328205031208666
S0,T5233,14.829361521986375
S0,T5234,14.392889940893294
S0,T5235,14.310756244301135
S0,T5236,15.341883155541183
S0,T5237,17.858396417654625
S0,T5238,19.88376003755588
S0,T5239,19.46764598452924
S0,T5240,19.15219645409905
S0,T5241,19.723867313110073
S0,T5242,19.338818048973515
S0,T5243,16.572400017499234
S0,T5244,16.30504016161053
S0,T5245,16.03109521230404
S0,T5246,16.426091436399265
S0,T5247,17.597716950087264
S0,T5248,19.089457182901103
S0,T5249,20.276562724582824
S0,T5250,21.810291265371248
S0,T5251,20.253786468449174
S0,T5252,19.398902327461727
S0,T5253,18.690411449050064
S0,T5254,16.809569982197644
S0,T5255,17.487268553863288
S0,T5256,15.870114165981322
S0,T5257,15.303277163216475
S0,T5258,14.866130182605636
S0,T5259,14.692431016161207
S0,T5260,14.871290952699786
S0,T5261,14.880852302982243
S0,T5262,15.767587241889926
S0,T5263,16.307018186555418
S0,T5264,16.78758135382731
S0,T5265,15.775781821188763
S0,T5266,15.124989198138396
S0,T5267,14.303720763059554
S0,T5268,13.929666871613595
S0,T5269,14.00737588341473
S0,T5270,14.90607203618264
S0,T5271,15.312332545116352
S0,T5272,16.885433629660902
S0,T5273,18.443415284336343
S0,T5274,18.91058579730787
S0,T5275,18.87917969024342
S0,T5276,18.83152539128215
S0,T5277,17.931452888887783
S0,T5278,15.942509747116503
S0,T5279,15.62227928266534
S0,T5280,15.169387389727495
S0,T5281,14.717335956150489
S0,T5282,13.894472747875843
S0,T5283,13.73733338327465
S0,T5284,13.749474807170852
S0,T5285,13.488507085571035
S0,T5286,13.569685573115434
S0,T5287,13.954743708817363
S0,T5288,13.999000783760717
S0,T5289,14.650014276337265
S0,T5290,14.302877172408909
S0,T5291,13.894997985864208
S0,T5292,13.697016449190142
S0,T5293,13.813127254700705
S0,T5294,14.067902230062003
S0,T5295,15.26263222642376
S0,T5296,15.958642897950092
S0,T5297,17.874110441429885
S0,T5298,18.972417003433865
S0,T5299,18.946679109434324
S0,T5300,18.798646976556952
S0,T5301,17.336266081808787
S0,T5302,13.901681454538426
S0,T5303,15.34059777493417
S0,T5304,14.875416199192438
S0,T5305,14.729826836209432
S0,T5306,13.921667990405696
S0,T5307,14.132121711407688
S0,T5308,14.539758770101807
S0,T5309,18.79296244244948
S0,T5310,20.38395023257578
S0,T5311,22.803533232268066
S0,T5312,21.828838753632887
S0,T5313,21.74794460746785
S0,T5314,21.734902856240815
S0,T5315,21.793683863801288
S0,T5316,22.17047102880205
S0,T5317,21.54836101459737
S0,T5318,20.35869380881583
S0,T5319,19.852419304299602
S0,T5320,19.519862012343847
S0,T5321,20.74005298936084
S0,T5322,22.475595938590786
S0,T5323,20.320637573276944
S0,T5324,19.22643293617575
S0,T5325,18.44989432213947
S0,T5326,15.267775275623851
S0,T5327,16.477386831421462
S0,T5328,15.977196622899571
S0,T5329,15.297343591252298
S0,T5330,14.89683910224357
S0,T5331,15.048209069445038
S0,T5332,15.61211693603414
S0,T5333,17.60513483951087
S0,T5334,19.713364666037968
S0,T5335,22.361727210158453
S0,T5336,22.0382844415669
S0,T5337,22.200428884989286
S0,T5338,22.15688581369412
S0,T5339,22.093553342698254
S0,T5340,20.727873125460043
S0,T5341,21.086670988489743
S0,T5342,21.102246298275414
S0,T5343,19.47343666416029
S0,T5344,20.902189322600275
S0,T5345,20.30825933911283
S0,T5346,20.36653108965631
S0,T5347,18.598910589468005
S0,T5348,18.22763171898423
S0,T5349,16.74392698842774
S0,T5350,14.534620576848592
S0,T5351,13.559878596429119
S0,T5352,13.257749325855787
S0,T5353,13.236952460861147
S0,T5354,13.494332440032151
S0,T5355,14.092284105453153
S0,T5356,15.433147989329457
S0,T5357,17.127360302406615
S0,T5358,22.749524056974895
S0,T5359,23.772426870902482
S0,T5360,24.108882503904624
S0,T5361,24.95091162351424
S0,T5362,24.876682217543628
S0,T5363,24.80559805622015
S0,T5364,23.94050737735839
S0,T5365,24.734751730406458
S0,T5366,23.18875540789804
S0,T5367,23.57555351161436
S0,T5368,23.117093558313687
S0,T5369,23.241462940123238
S0,T5370,23.541708675305422
S0,T5371,20.471465531952695
S0,T5372,19.07449020988748
S0,T5373,18.06059887211344
S0,T5374,15.69638506297918
S0,T5375,15.654762652354561
S0,T5376,15.00573721678659
S0,T7393,6.421287550138256
S0,T7394,6.285131838562134
S0,T7395,6.270944853911028
S0,T7396,6.325147676216656
S0,T7397,6.499982826491542
S0,T7398,6.768704313510898
S0,T7399,7.421619517290177
S0,T7400,7.25282867642404
S0,T7401,7.142781087195837
S0,T7402,6.988403421498048
S0,T7403,6.845640333762199
S0,T7404,6.769206419487638
S0,T7405,6.986531869988615
S0,T7406,6.7866421377846455
S0,T7407,7.017015341998211
S0,T7408,7.488111420651432
S0,T7409,10.521388821300423
S0,T7410,7.907533438952505
S0,T7411,7.2850433657083595
S0,T7412,6.990504546171926
S0,T7413,6.700027951366298
S0,T7414,6.480260696571243
S0,T7415,6.2801127110247235
S0,T7416,6.2699032902700065
S0,T7417,6.256009742746421
S0,T7418,6.258961706658263
S0,T7419,6.336509171450878
S0,T7420,6.4623338337922895
S0,T7421,6.857924788992356
S0,T7422,9.267560074715355
S0,T7423,21.557308928668675
S0,T7424,22.445861162890374
S0,T7425,21.66961663213972
S0,T7426,20.82680032906067
S0,T7427,20.58480698156067
S0,T7428,18.896642851360607
S0,T7429,18.57440309150862
S0,T7430,18.809216198462916
S0,T7431,20.33228113191038
S0,T7432,21.441351395445675
S0,T7433,23.64985596444047
S0,T7434,23.07896796700391
S0,T7435,21.745770354956896
S0,T7436,19.397928073527165
S0,T7437,17.88202968248455
S0,T7438,18.120722813057093
S0,T7439,16.974206632071407
S0,T7440,17.478161759571403
S0,T7441,16.15674468789688
S0,T7442,14.684880632788714
S0,T7443,11.61789450388663
S0,T7444,14.424737188971212
S0,T7445,15.170924983527978
S0,T7446,15.92466433029115
S0,T7447,16.086972276897367
S0,T7448,17.311171152384517
S0,T7449,17.31298946431929
S0,T7450,16.735159713337673
S0,T7451,16.427172532656964
S0,T7452,16.783876928282368
S0,T7453,16.57851789159076
S0,T7454,17.170209008107598
S0,T7455,19.580734683132988
S0,T7456,21.614842557350965
S0,T7457,23.36745284850639
S0,T7458,22.342010967518835
S0,T7459,21.64156773330249
S0,T7460,20.329559996645106
S0,T7461,18.996865769553718
S0,T7462,18.63180830191615
S0,T7463,17.862841891723715
S0,T7464,17.92363665634458
S0,T7465,16.595906574882903
S0,T7466,16.378506333125614
S0,T7467,16.408406519185228
S0,T7468,16.609556252482804
S0,T7469,15.434126080614151
S0,T7470,19.330010540479037
S0,T7471,29.743254156097283
S0,T7472,31.64122196923354
S0,T7473,31.669850243254995
S0,T7474,31.595770941995582
S0,T7475,31.605090375888473
S0,T7476,31.581568092766133
S0,T7477,31.58011725623649
S0,T7478,17.430964196702426
S0,T7479,19.551533954954962
S0,T7480,20.996471423474453
S0,T7481,22.919765303341798
S0,T7482,22.63568070242221
S0,T7483,21.482091912748118
S0,T7484,20.631768700113007
S0,T7485,19.382081638913366
S0,T7486,18.934412234371933
S0,T7487,17.949941260685392
S0,T7488,16.83020312234114
S0,T7489,13.630845971893221
S0,T7490,12.585594088508843
S0,T7491,14.357595655042584
S0,T7492,16.348046987351786
S0,T7493,15.721743047321489
S0,T7494,22.59330207700377
S0,T7495,25.998667071464133
S0,T7496,28.25980271821487
S0,T7497,22.288121643734033
S0,T7498,21.99116348144039
S0,T7499,21.969577204079595
S0,T7500,21.950558746256963
S0,T7501,27.87734579345971
S0,T7502,27.82999263981003
S0,T7503,27.95125006510891
S0,T7504,31.4497344936587
S0,T7505,55.046945524694564
S0,T7506,33.0879272262455
S0,T7507,25.1106714216623
S0,T7508,22.018013961953
S0,T7509,20.849867217930726
S0,T7510,20.02675973771864
S0,T7511,18.156676982599084
S0,T7512,16.980213543733214
S0,T7513,16.979705822857024
S0,T7514,16.726737214656076
S0,T7515,16.462465810811498
S0,T7516,16.82851316070832
S0,T7517,18.109197274236816
S0,T7518,21.967759252100393
S0,T7519,29.421441779803477
S0,T7520,42.463506523980506
S0,T7521,28.992410331247953
S0,T7522,28.437179946463317
S0,T7523,28.956267587344417
S0,T7524,29.156028580277596
S0,T7525,30.815817687064364
S0,T7526,29.820323233394205
S0,T7527,30.48157387267442
S0,T7528,32.94509434489109
S0,T7529,64.043936261076
S0,T7530,31.16665297868408
S0,T7531,27.31531111458074
S0,T7532,22.812767848009337
S0,T7533,21.003272455641174
S0,T7534,20.251090640956438
S0,T7535,18.340324047873406
S0,T7536,19.287812840875368
S0,T7537,18.580704180371765
S0,T7538,17.40096514464707
S0,T7539,17.322690475813133
S0,T7540,17.22949787272437
S0,T7541,17.97607238890763
S0,T7542,21.606909106493614
S0,T7543,27.26994101912545
S0,T7544,27.523163721139046
S0,T7545,24.781443128683264
S0,T7546,24.52803652881019
S0,T7547,25.20103394242467
S0,T7548,26.70086366679578
S0,T7549,27.41678899304455
S0,T7550,27.423693261165248
S0,T7551,27.678927855192438
S0,T7552,29.21104312913118
S0,T7553,35.74326062741238
S0,T7554,27.876511779787098
S0,T7555,25.458919940830334
S0,T7556,21.02832586061497
S0,T7557,18.556396629576646
S0,T7558,18.31174357154193
S0,T7559,17.303476099909105
S0,T7560,8.177282374844417
S1,T0841,11.949553257672413
S1,T0842,12.07024200194179
S1,T0843,12.220598753982587
S1,T0844,12.137917881600375
S1,T0845,12.108345390916694
S1,T0846,14.907334826933255
S1,T0847,18.052679173509727
S1,T0848,20.437905513291224
S1,T0849,18.531611130950836
S1,T0850,15.201555632348926
S1,T0851,12.594066634942813
S1,T0852,12.522814499375214
S1,T0853,12.418030514271935
S1,T0854,12.29967735778252
S1,T0855,12.239384327276374
S1,T0856,12.290590081406624
S1,T0857,12.31014090890833
S1,T0858,12.22053724138443
S1,T0859,12.129531395407989
S1,T0860,11.93451091644674
S1,T0861,11.873936320821953
S1,T0862,11.704298550462616
S1,T0863,11.48296575717395
S1,T0864,11.34815861601912
S1,T0865,11.32516065393223
S1,T0866,11.42646486907989
S1,T0867,11.467732929863434
S1,T0868,11.617952371007169
S1,T0869,11.836378137191874
S1,T0870,12.013295620757939
S1,T0871,12.295035277639979
S1,T0872,12.505661244831852
S1,T0873,12.549823637143222
S1,T0874,12.531424666016559
S1,T0875,12.453548944008194
S1,T0876,12.393437129706385
S1,T0877,12.477380648875043
S1,T0878,12.291418974113178
S1,T0879,12.429057855594912
S1,T0880,15.927622311414304
S1,T0881,21.731593222607547
S1,T0882,22.063036886770227
S1,T0883,16.11022570496756
S1,T0884,17.821181195412255
S1,T0885,19.34256742244964
S1,T0886,19.212328755200577
S1,T0887,17.990436029378625
S1,T0888,18.05140401735575
S1,T0889,17.689508716223113
S1,T0890,16.28513597133407
S1,T0891,15.251068884549333
S1,T0892,15.280998680260328
S1,T0893,15.73814969249061
S1,T0894,20.87173888258023
S1,T0895,23.68636689939911
S1,T0896,26.453308819877094
S1,T0897,23.062365897013485
S1,T0898,21.060768210252643
S1,T0899,20.09329950567685
S1,T0900,19.648158203047114
S1,T0901,18.837579638659097
S1,T0902,18.069663909347046
S1,T0903,17.84397614482844
S1,T0904,19.70054716008279
S1,T0905,20.70147047223455
S1,T0906,20.42621835925913
S1,T0907,18.799923702349776
S1,T0908,12.027616432723626
S1,T0909,11.932217214686753
S1,T0910,11.730510345984124
S1,T0911,11.611112258572891
S1,T0912,11.356883190682828
S1,T0913,11.284776998269033
S1,T0914,11.196739210832195
S1,T0915,11.13866829
S1,T0916,11.123556252895186
S1,T0917,11.087630826151416
S1,T0918,11.075120420095596
S1,T0919,11.121408000206555
S1,T0920,11.202576855320075
S1,T0921,11.272573251292249
S1,T0922,11.306820490798907
S1,T0923,11.320651612965175
S1,T0924,11.309163379550188
S1,T0925,11.343858108208432
S1,T0926,11.42617680961591
S1,T0927,11.504584453759815
S1,T0928,11.66204430116678
S1,T0929,12.017228618983442
S1,T0930,17.142041897639125
S1,T0931,11.958142191594401
S1,T0932,11.242329527579377
S1,T0933,11.078736563087231
S1,T0934,10.970018006852168
S1,T0935,10.737639647340389
S1,T0936,10.917356032000683
S1,T0937,10.797985182013486
S1,T0938,10.638640458630078
S1,T0939,9.862258609836976
S1,T0940,9.335161502318197
S1,T0941,8.243132449668828
S1,T0942,8.003692305064869
S1,T0943,8.395967351524412
S1,T0944,9.17448152476101
S1,T0945,9.789034217149197
S1,T0946,10.030339986609764
S1,T0947,10.027682323838341
S1,T0948,10.011357753461079
S1,T0949,10.016153030755378
S1,T0950,9.519562738341584
S1,T0951,9.501117050321781
S1,T0952,10.023070125194605
S1,T0953,10.624992498351826
S1,T0954,10.681480468310003
S1,T0955,9.540273938433764
S1,T0956,8.028509170737452
S1,T0957,7.774182114617616
S1,T0958,7.121606338592523
S1,T0959,6.654499658788835
S1,T0960,5.763480509856606
S1,T0961,5.7178390400998635
S1,T0962,5.7718399245817675
S1,T0963,5.774932186340047
S1,T0964,6.439685668840047
S1,T0965,6.702171279541652
S1,T0966,9.82400235740355
S1,T0967,11.23993576586719
S1,T0968,12.671691276170193
S1,T0969,11.114877973665926
S1,T0970,10.897138670582109
S1,T0971,10.927015143185388
S1,T0972,10.684128160962786
S1,T0973,10.7153152228747
S1,T0974,10.78524060727552
S1,T0975,10.812839525146808
S1,T0976,11.02147916682144
S1,T0977,11.279407160265448
S1,T0978,11.330620228717992
S1,T0979,11.090503421022532
S1,T0980,11.04080588990782
S1,T0981,10.870004675199727
S1,T0982,10.521617953723114
S1,T0983,8.44902518052919
S1,T0984,10.372208740530043
S1,T0985,8.377636034590305
S1,T0986,6.758385198563502
S1,T0987,6.736523692295151
S1,T0988,6.729842016721577
S1,T0989,7.217781185872311
S1,T0990,10.973210220252646
S1,T0991,11.203130743205017
S1,T0992,11.387614959713213
S1,T0993,11.126414567645101
S1,T0994,11.022962313387675
S1,T0995,11.015148600976442
S1,T0996,10.967618849498976
S1,T0997,10.937850643414135
S1,T0998,11.029746611830829
S1,T0999,11.02095900343718
S1,T1000,11.290967917312223
S1,T1001,11.401673059679924
S1,T1002,11.437048145535165
S1,T1003,11.402444378251962
S1,T1004,11.078299952832879
S1,T1005,10.898751154574088
S1,T1006,10.71404884622482
S1,T1007,9.096441946882894
S1,T1008,10.413765206928133
S1,T3025,12.191962983486123
S1,T3026,12.476913211536475
S1,T3027,12.5006327374653
S1,T3028,12.392257054981439
S1,T3029,14.141227231350873
S1,T3030,15.236016238083444
S1,T3031,15.280561786342805
S1,T3032,13.911364659390738
S1,T3033,13.172492439927375
S1,T3034,12.84552870238299
S1,T3035,12.009337467142512
S1,T3036,11.811422024468206
S1,T3037,11.842845663406232
S1,T3038,12.136612106304876
S1,T3039,12.414298161089413
S1,T3040,13.112842501275017
S1,T3041,15.358868831775341
S1,T3042,22.398766176947227
S1,T3043,22.96661989460862
S1,T3044,17.98555853884684
S1,T3045,15.493431201134603
S1,T3046,14.660951186569564
S1,T3047,13.96681749049064
S1,T3048,12.90740860589655
S1,T3049,13.041995489084893
S1,T3050,12.934283884579568
S1,T3051,12.99956461505407
S1,T3052,13.566223461339575
S1,T3053,15.036212423878311
S1,T3054,16.264864882938184
S1,T3055,15.327397046674468
S1,T3056,14.039791095257424
S1,T3057,12.94369112525097
S1,T3058,12.396672479582797
S1,T3059,12.014081910961911
S1,T3060,11.368402927905102
S1,T3061,11.05769174908086
S1,T3062,11.463100835388962
S1,T3063,12.484846344001777
S1,T3064,13.527790057555682
S1,T3065,14.91800299210862
S1,T3066,18.12394026768157
S1,T3067,19.962775912595223
S1,T3068,16.446968057253066
S1,T3069,16.062271821981117
S1,T3070,14.592596208263394
S1,T3071,13.423201665355876
S1,T3072,13.45433792251856
S1,T3073,13.287862931250807
S1,T3074,13.569156366101764
S1,T3075,13.885718280815706
S1,T3076,13.838660593551282
S1,T3077,13.568342046220353
S1,T3078,13.70466949235016
S1,T3079,13.794737507951922
S1,T3080,13.416764003472755
S1,T3081,12.893989881947917
S1,T3082,12.900775969090546
S1,T3083,12.752911767701123
S1,T3084,12.228334364363784
S1,T3085,12.023894492223558
S1,T3086,11.405255002636219
S1,T3087,11.785019221115386
S1,T3088,13.780568268891026
S1,T3089,16.018489006189903
S1,T3090,19.173338759483972
S1,T3091,18.02553811709856
S1,T3092,16.232596873508815
S1,T3093,15.384492109580128
S1,T3094,13.833693672947916
S1,T3095,12.909082464629808
S1,T3096,12.469107322103367
S1,T3097,12.23347097313622
S1,T3098,11.895290851328525
S1,T3099,11.343050985761218
S1,T3100,11.26847089502484
S1,T3101,11.064066133247596
S1,T3102,10.402194428137822
S1,T3103,10.942264130033655
S1,T3104,10.788652023550481
S1,T3105,10.38873960946234
S1,T3106,10.346317009810898
S1,T3107,10.047091099869391
S1,T3108,8.401605201807692
S1,T3109,8.213438141010416
S1,T3110,8.304698161446314
S1,T3111,8.164795399141827
S1,T3112,8.513245199328525
S1,T3113,9.92268232911859
S1,T3114,10.715104307886218
S1,T3115,10.830990426447116
