scenario,T,value
S1,T3116,10.937510492203526
S1,T3117,10.849831138122596
S1,T3118,9.385858834133813
S1,T3119,8.101294670413463
S1,T3120,7.012289813762821
S1,T3121,6.411061273464743
S1,T3122,6.468311193150641
S1,T3123,6.374072051590545
S1,T3124,7.548768528436698
S1,T3125,12.227083140389425
S1,T3126,13.420582895476763
S1,T3127,14.131025173696314
S1,T3128,13.345751892413462
S1,T3129,12.65672635089263
S1,T3130,12.296660220316506
S1,T3131,11.460482601677084
S1,T3132,10.650547078241988
S1,T3133,8.925431627599359
S1,T3134,8.689588892288462
S1,T3135,8.725098095978366
S1,T3136,10.490077509040866
S1,T3137,12.02183990864423
S1,T3138,13.380099876339745
S1,T3139,13.492756742515224
S1,T3140,14.064062011180289
S1,T3141,13.429885805476765
S1,T3142,12.696482040841348
S1,T3143,13.093611645825321
S1,T3144,12.304209404867787
S1,T3145,11.956446687548077
S1,T3146,11.608430564546476
S1,T3147,11.574736094565706
S1,T3148,12.335504531351765
S1,T3149,14.909972277832532
S1,T3150,17.197786946870192
S1,T3151,14.993802561455128
S1,T3152,13.989956570552886
S1,T3153,13.496347171818108
S1,T3154,13.127078082620994
S1,T3155,12.460510038513622
S1,T3156,11.845425873639424
S1,T3157,11.496399250854969
S1,T3158,11.512254070334937
S1,T3159,11.562648361538463
S1,T3160,13.021390151388625
S1,T3161,14.28716798742468
S1,T3162,15.154517054655448
S1,T3163,15.493109413020834
S1,T3164,14.832534054115385
S1,T3165,14.4907417126883
S1,T3166,13.935975308814104
S1,T3167,13.952743525099361
S1,T3168,13.445490313733176
S1,T3169,13.115677242805289
S1,T3170,13.231801229782853
S1,T3171,13.12411125963702
S1,T3172,14.364501985852563
S1,T3173,17.619728118494393
S1,T3174,21.511727542439903
S1,T3175,21.314154647469554
S1,T3176,18.86541326210657
S1,T3177,18.814138465233174
S1,T3178,18.24875450271234
S1,T3179,17.670280498998398
S1,T3180,17.04124790246715
S1,T3181,16.500924975824518
S1,T3182,16.50446643329407
S1,T3183,16.294775625572914
S1,T3184,18.53267873195593
S1,T3185,20.758774643200322
S1,T3186,21.030624861035257
S1,T3187,17.96426670594391
S1,T3188,16.913715884645832
S1,T3189,14.553211319877404
S1,T3190,13.013239128734774
S1,T3191,12.251660120978364
S1,T3192,12.014109588362981
S1,T5209,12.644020547033069
S1,T5210,12.771607453977344
S1,T5211,13.214480330010717
S1,T5212,14.427813372182332
S1,T5213,15.795471465068129
S1,T5214,18.106459769526946
S1,T5215,18.895019026485
S1,T5216,18.841474982549755
S1,T5217,16.057450610359766
S1,T5218,15.316964385302358
S1,T5219,15.131466975419475
S1,T5220,15.996780686927435
S1,T5221,15.852940249082213
S1,T5222,15.601728793658145
S1,T5223,17.606723047511483
S1,T5224,19.737218329110533
S1,T5225,21.001123993328996
S1,T5226,23.762727325695806
S1,T5227,21.25080976456522
S1,T5228,19.153898226035672
S1,T5229,18.551296410499848
S1,T5230,17.206273843619105
S1,T5231,16.33718846371249
S1,T5232,15.328205031208666
S1,T5233,14.829361521986375
S1,T5234,14.392889940893294
S1,T5235,14.310756244301135
S1,T5236,15.341883155541183
S1,T5237,17.858396417654625
S1,T5238,19.88376003755588
S1,T5239,19.46764598452924
S1,T5240,19.15219645409905
S1,T5241,19.723867313110073
S1,T5242,19.338818048973515
S1,T5243,16.572400017499234
S1,T5244,16.30504016161053
S1,T5245,16.03109521230404
S1,T5246,16.426091436399265
S1,T5247,17.597716950087264
S1,T5248,19.089457182901103
S1,T5249,20.276562724582824
S1,T5250,21.810291265371248
S1,T5251,20.253786468449174
S1,T5252,19.398902327461727
S1,T5253,18.690411449050064
S1,T5254,16.809569982197644
S1,T5255,17.487268553863288
S1,T5256,15.870114165981322
S1,T5257,15.303277163216475
S1,T5258,14.866130182605636
S1,T5259,14.692431016161207
S1,T5260,14.871290952699786
S1,T5261,14.880852302982243
S1,T5262,15.767587241889926
S1,T5263,16.307018186555418
S1,T5264,16.78758135382731
S1,T5265,15.775781821188763
S1,T5266,15.124989198138396
S1,T5267,14.303720763059554
S1,T5268,13.929666871613595
S1,T5269,14.00737588341473
S1,T5270,14.90607203618264
S1,T5271,15.312332545116352
S1,T5272,16.885433629660902
S1,T5273,18.443415284336343
S1,T5274,18.91058579730787
S1,T5275,18.87917969024342
S1,T5276,18.83152539128215
S1,T5277,17.931452888887783
S1,T5278,15.942509747116503
S1,T5279,15.62227928266534
S1,T5280,15.169387389727495
S1,T5281,14.717335956150489
S1,T5282,13.894472747875843
S1,T5283,13.73733338327465
S1,T5284,13.749474807170852
S1,T5285,13.488507085571035
S1,T5286,13.569685573115434
S1,T5287,13.954743708817363
S1,T5288,13.999000783760717
S1,T5289,14.650014276337265
S1,T5290,14.302877172408909
S1,T5291,13.894997985864208
S1,T5292,13.697016449190142
S1,T5293,13.813127254700705
S1,T5294,14.067902230062003
S1,T5295,15.26263222642376
S1,T5296,15.958642897950092
S1,T5297,17.874110441429885
S1,T5298,18.972417003433865
S1,T5299,18.946679109434324
S1,T5300,18.798646976556952
S1,T5301,17.336266081808787
S1,T5302,13.901681454538426
S1,T5303,15.34059777493417
S1,T5304,14.875416199192438
S1,T5305,14.729826836209432
S1,T5306,13.921667990405696
S1,T5307,14.132121711407688
S1,T5308,14.539758770101807
S1,T5309,18.79296244244948
S1,T5310,20.38395023257578
S1,T5311,22.803533232268066
S1,T5312,21.828838753632887
S1,T5313,21.74794460746785
S1,T5314,21.734902856240815
S1,T5315,21.793683863801288
S1,T5316,22.17047102880205
S1,T5317,21.54836101459737
S1,T5318,20.35869380881583
S1,T5319,19.852419304299602
S1,T5320,19.519862012343847
S1,T5321,20.74005298936084
S1,T5322,22.475595938590786
S1,T5323,20.320637573276944
S1,T5324,19.22643293617575
S1,T5325,18.44989432213947
S1,T5326,15.267775275623851
S1,T5327,16.477386831421462
S1,T5328,15.977196622899571
S1,T5329,15.297343591252298
S1,T5330,14.89683910224357
S1,T5331,15.048209069445038
S1,T5332,15.61211693603414
S1,T5333,17.60513483951087
S1,T5334,19.713364666037968
S1,T5335,22.361727210158453
S1,T5336,22.0382844415669
S1,T5337,22.200428884989286
S1,T5338,22.15688581369412
S1,T5339,22.093553342698254
S1,T5340,20.727873125460043
S1,T5341,21.086670988489743
S1,T5342,21.102246298275414
S1,T5343,19.47343666416029
S1,T5344,20.902189322600275
S1,T5345,20.30825933911283
S1,T5346,20.36653108965631
S1,T5347,18.598910589468005
S1,T5348,18.22763171898423
S1,T5349,16.74392698842774
S1,T5350,14.534620576848592
S1,T5351,13.559878596429119
S1,T5352,13.257749325855787
S1,T5353,13.236952460861147
S1,T5354,13.494332440032151
S1,T5355,14.092284105453153
S1,T5356,15.433147989329457
S1,T5357,17.127360302406615
S1,T5358,22.749524056974895
S1,T5359,23.772426870902482
S1,T5360,24.108882503904624
S1,T5361,24.95091162351424
S1,T5362,24.876682217543628
S1,T5363,24.80559805622015
S1,T5364,23.94050737735839
S1,T5365,24.734751730406458
S1,T5366,23.18875540789804
S1,T5367,23.57555351161436
S1,T5368,23.117093558313687
S1,T5369,23.241462940123238
S1,T5370,23.541708675305422
S1,T5371,20.471465531952695
S1,T5372,19.07449020988748
S1,T5373,18.06059887211344
S1,T5374,15.69638506297918
S1,T5375,15.654762652354561
S1,T5376,15.00573721678659
S1,T7393,6.421287550138256
S1,T7394,6.285131838562134
S1,T7395,6.270944853911028
S1,T7396,6.325147676216656
S1,T7397,6.499982826491542
S1,T7398,6.768704313510898
S1,T7399,7.421619517290177
S1,T7400,7.25282867642404
S1,T7401,7.142781087195837
S1,T7402,6.988403421498048
S1,T7403,6.845640333762199
S1,T7404,6.769206419487638
S1,T7405,6.986531869988615
S1,T7406,6.7866421377846455
S1,T7407,7.017015341998211
S1,T7408,7.488111420651432
S1,T7409,10.521388821300423
S1,T7410,7.907533438952505
S1,T7411,7.2850433657083595
S1,T7412,6.990504546171926
S1,T7413,6.700027951366298
S1,T7414,6.480260696571243
S1,T7415,6.2801127110247235
S1,T7416,6.2699032902700065
S1,T7417,6.256009742746421
S1,T7418,6.258961706658263
S1,T7419,6.336509171450878
S1,T7420,6.4623338337922895
S1,T7421,6.857924788992356
S1,T7422,9.267560074715355
S1,T7423,21.557308928668675
S1,T7424,22.445861162890374
S1,T7425,21.66961663213972
S1,T7426,20.82680032906067
S1,T7427,20.58480698156067
S1,T7428,18.896642851360607
S1,T7429,18.57440309150862
S1,T7430,18.809216198462916
S1,T7431,20.33228113191038
S1,T7432,21.441351395445675
S1,T7433,23.64985596444047
S1,T7434,23.07896796700391
S1,T7435,21.745770354956896
S1,T7436,19.397928073527165
S1,T7437,17.88202968248455
S1,T7438,18.120722813057093
S1,T7439,16.974206632071407
S1,T7440,17.478161759571403
S1,T7441,16.15674468789688
S1,T7442,14.684880632788714
S1,T7443,11.61789450388663
S1,T7444,14.424737188971212
S1,T7445,15.170924983527978
S1,T7446,15.92466433029115
S1,T7447,16.086972276897367
S1,T7448,17.311171152384517
S1,T7449,17.31298946431929
S1,T7450,16.735159713337673
S1,T7451,16.427172532656964
S1,T7452,16.783876928282368
S1,T7453,16.57851789159076
S1,T7454,17.170209008107598
S1,T7455,19.580734683132988
S1,T7456,21.614842557350965
S1,T7457,23.36745284850639
S1,T7458,22.342010967518835
S1,T7459,21.64156773330249
S1,T7460,20.329559996645106
S1,T7461,18.996865769553718
S1,T7462,18.63180830191615
S1,T7463,17.862841891723715
S1,T7464,17.92363665634458
S1,T7465,16.595906574882903
S1,T7466,16.378506333125614
S1,T7467,16.408406519185228
S1,T7468,16.609556252482804
S1,T7469,15.434126080614151
S1,T7470,19.330010540479037
S1,T7471,29.743254156097283
S1,T7472,31.64122196923354
S1,T7473,31.669850243254995
S1,T7474,31.595770941995582
S1,T7475,31.605090375888473
S1,T7476,31.581568092766133
S1,T7477,31.58011725623649
S1,T7478,17.430964196702426
S1,T7479,19.551533954954962
S1,T7480,20.996471423474453
S1,T7481,22.919765303341798
S1,T7482,22.63568070242221
S1,T7483,21.482091912748118
S1,T7484,20.631768700113007
S1,T7485,19.382081638913366
S1,T7486,18.934412234371933
S1,T7487,17.949941260685392
S1,T7488,16.83020312234114
S1,T7489,13.630845971893221
S1,T7490,12.585594088508843
S1,T7491,14.357595655042584
S1,T7492,16.348046987351786
S1,T7493,15.721743047321489
S1,T7494,22.59330207700377
S1,T7495,25.998667071464133
S1,T7496,28.25980271821487
S1,T7497,22.288121643734033
S1,T7498,21.99116348144039
S1,T7499,21.969577204079595
S1,T7500,21.950558746256963
S1,T7501,27.87734579345971
S1,T7502,27.82999263981003
S1,T7503,27.95125006510891
S1,T7504,31.4497344936587
S1,T7505,55.046945524694564
S1,T7506,33.0879272262455
S1,T7507,25.1106714216623
S1,T7508,22.018013961953
S1,T7509,20.849867217930726
S1,T7510,20.02675973771864
S1,T7511,18.156676982599084
S1,T7512,16.980213543733214
S1,T7513,16.979705822857024
S1,T7514,16.726737214656076
S1,T7515,16.462465810811498
S1,T7516,16.82851316070832
S1,T7517,18.109197274236816
S1,T7518,21.967759252100393
S1,T7519,29.421441779803477
S1,T7520,42.463506523980506
S1,T7521,28.992410331247953
S1,T7522,28.437179946463317
S1,T7523,28.956267587344417
S1,T7524,29.156028580277596
S1,T7525,30.815817687064364
S1,T7526,29.820323233394205
S1,T7527,30.48157387267442
S1,T7528,32.94509434489109
S1,T7529,64.043936261076
S1,T7530,31.16665297868408
S1,T7531,27.31531111458074
S1,T7532,22.812767848009337
S1,T7533,21.003272455641174
S1,T7534,20.251090640956438
S1,T7535,18.340324047873406
S1,T7536,19.287812840875368
S1,T7537,18.580704180371765
S1,T7538,17.40096514464707
S1,T7539,17.322690475813133
S1,T7540,17.22949787272437
S1,T7541,17.97607238890763
S1,T7542,21.606909106493614
S1,T7543,27.26994101912545
S1,T7544,27.523163721139046
S1,T7545,24.781443128683264
S1,T7546,24.52803652881019
S1,T7547,25.20103394242467
S1,T7548,26.70086366679578
S1,T7549,27.41678899304455
S1,T7550,27.423693261165248
S1,T7551,27.678927855192438
S1,T7552,29.21104312913118
S1,T7553,35.74326062741238
S1,T7554,27.876511779787098
S1,T7555,25.458919940830334
S1,T7556,21.02832586061497
S1,T7557,18.556396629576646
S1,T7558,18.31174357154193
S1,T7559,17.303476099909105
S1,T7560,8.177282374844417
S2,T0841,11.09541378898368
S2,T0842,11.20602423941342
S2,T0843,11.343825226316266
S2,T0844,11.26804874366675
S2,T0845,11.240945747984318
S2,T0846,13.806201390837415
S2,T0847,16.688889060160815
S2,T0848,18.874933512087832
S2,T0849,17.127827089207816
S2,T0850,14.075852848476167
S2,T0851,11.686106114100202
S2,T0852,11.620803994528702
S2,T0853,11.524770152597036
S2,T0854,11.416300253201475
S2,T0855,11.36104208225578
S2,T0856,11.407971823411255
S2,T0857,11.425890029863146
S2,T0858,11.343768850419488
S2,T0859,11.260362583529131
S2,T0860,11.081627580927892
S2,T0861,11.026111357379305
S2,T0862,10.870639442388937
S2,T0863,10.667789374565805
S2,T0864,10.54423950506845
S2,T0865,10.52316202215323
S2,T0866,10.616006677516483
S2,T0867,10.65382858725018
S2,T0868,10.791503729607497
S2,T0869,10.991689525966647
S2,T0870,11.153833250840115
S2,T0871,11.412045816894215
S2,T0872,11.605083148124482
S2,T0873,11.64555769390907
S2,T0874,11.628695156345323
S2,T0875,11.557322562811162
S2,T0876,11.50223047534001
S2,T0877,11.579164165570297
S2,T0878,11.408731498194394
S2,T0879,11.534876639313433
S2,T0880,14.741288245120892
S2,T0881,20.060589897106695
S2,T0882,20.36435586308021
S2,T0883,14.908643069576133
S2,T0884,16.476722666468106
S2,T0885,17.871063264416524
S2,T0886,17.751700371588388
S2,T0887,16.63184362274092
S2,T0888,16.68772038782593
S2,T0889,16.356045694307355
S2,T0890,15.068947192920088
S2,T0891,14.121231422603218
S2,T0892,14.148661886023023
S2,T0893,14.567637820219009
S2,T0894,19.272538977941405
S2,T0895,21.8521272785506
S2,T0896,24.388011581513346
S2,T0897,21.280234411818736
S2,T0898,19.445783129290003
S2,T0899,18.559104343810606
S2,T0900,18.15113523047839
S2,T0901,17.408245239713946
S2,T0902,16.704455460265226
S2,T0903,16.497614089588886
S2,T0904,18.199149369413558
S2,T0905,19.116489085498618
S2,T0906,18.86422231130803
S2,T0907,17.37373381860552
S2,T0908,11.166958182014385
S2,T0909,11.079525418159031
S2,T0910,10.894662382777934
S2,T0911,10.785234810977796
S2,T0912,10.552235521094653
S2,T0913,10.486150663969442
S2,T0914,10.405464603457522
S2,T0915,10.352242981598717
S2,T0916,10.338392897722265
S2,T0917,10.305467477393595
S2,T0918,10.294001771479836
S2,T0919,10.33642403808283
S2,T0920,10.410814766723883
S2,T0921,10.474966009110329
S2,T0922,10.506353381733508
S2,T0923,10.519029515386412
S2,T0924,10.508500624060495
S2,T0925,10.540298117585328
S2,T0926,10.615742672888262
S2,T0927,10.687602769605602
S2,T0928,10.831913697287545
S2,T0929,11.157437818174841
S2,T0930,15.854295910054473
S2,T0931,11.103285491150885
S2,T0932,10.447247832715298
S2,T0933,10.297315943050222
S2,T0934,10.19767609222544
S2,T0935,9.98470283468328
S2,T0936,10.149411734234928
S2,T0937,10.040009125357052
S2,T0938,9.893970721082155
S2,T0939,9.182421798103851
S2,T0940,8.699340721771383
S2,T0941,7.69850318611598
S2,T0942,7.479057848392585
S2,T0943,7.838575381232194
S2,T0944,8.552078565716698
S2,T0945,9.115312117688573
S2,T0946,9.336467288478602
S2,T0947,9.334031557806142
S2,T0948,9.319070195059085
S2,T0949,9.323465035561147
S2,T0950,8.868343257176193
S2,T0951,8.85143790388324
S2,T0952,9.329804507698501
S2,T0953,9.881462454110256
S2,T0954,9.933233311771925
S2,T0955,8.887324937572364
S2,T0956,7.50180234463303
S2,T0957,7.26871324917359
S2,T0958,6.67063178795163
S2,T0959,6.242531549071811
S2,T0960,5.425918284914052
S2,T0961,5.384088174255177
S2,T0962,5.4335796342277485
S2,T0963,5.43641367204959
S2,T0964,6.045655922179785
S2,T0965,6.286222279935788
S2,T0966,9.147360191165841
S2,T0967,10.445053965649985
S2,T0968,11.757248593728985
S2,T0969,10.330439311161113
S2,T0970,10.130882653776373
S2,T0971,10.158264246914207
S2,T0972,9.93565990489539
S2,T0973,9.964242644624271
S2,T0974,10.028328805366684
S2,T0975,10.053623034381967
S2,T0976,10.2448399111739
S2,T0977,10.481229242308233
S2,T0978,10.528165686992597
S2,T0979,10.308100191939758
S2,T0980,10.262552727384364
S2,T0981,10.106014523203193
S2,T0982,9.786720355221316
S2,T0983,7.887202536983716
S2,T0984,9.649787781519564
S2,T0985,7.821774848296611
S2,T0986,6.337741971693865
S2,T0987,6.317706043156754
S2,T0988,6.311582330881078
S2,T0989,6.758775410971562
S2,T0990,10.200601735078317
S2,T0991,10.411322401373758
S2,T0992,10.580400987854063
S2,T0993,10.341012524630077
S2,T0994,10.246199205371033
S2,T0995,10.23903798868453
S2,T0996,10.195477280090183
S2,T0997,10.168194912513464
S2,T0998,10.252416970840297
S2,T0999,10.24436318480991
S2,T1000,10.491824601071752
S2,T1001,10.593285145187188
S2,T1002,10.625706181665167
S2,T1003,10.593992053649899
S2,T1004,10.296915792587239
S2,T1005,10.132360484884344
S2,T1006,9.963082018647881
S2,T1007,8.48055579934191
S2,T1008,9.687874013126228
S2,T3025,11.241366701911943
S2,T3026,11.500437034791315
S2,T3027,11.522002293819765
S2,T3028,11.42346956293119
S2,T3029,13.013593876529063
S2,T3030,14.008951396849298
S2,T3031,14.049451206569778
S2,T3032,12.804608000498467
S2,T3033,12.132842011183769
S2,T3034,11.835573941231077
S2,T3035,11.075327693502915
S2,T3036,10.895387428262838
S2,T3037,10.923957093413334
S2,T3038,5.056977817063514
S2,T3039,11.443508840441133
S2,T3040,5.5564551001511235
S2,T3041,6.705609167758133
S2,T3042,10.307493330860511
S2,T3043,10.669714151243717
S2,T3044,16.508773362244657
S2,T3045,14.242987286632868
S2,T3046,13.486115197200187
S2,T3047,12.85502446624566
S2,T3048,11.891833756538079
S2,T3049,12.014197121071483
S2,T3050,11.916268154932052
S2,T3051,11.975619925556533
S2,T3052,12.4908133926426
S2,T3053,13.827294266722191
S2,T3054,14.944357424521996
S2,T3055,14.092032770963096
S2,T3056,12.921370425003754
S2,T3057,11.924821006385766
S2,T3058,11.427483967583907
S2,T3059,11.07964123502218
S2,T3060,10.492604438391917
S2,T3061,4.489119103099152
S2,T3062,4.574451339423945
S2,T3063,5.0632616905873835
S2,T3064,5.5800943411366974
S2,T3065,6.195008076247894
S2,T3066,7.811932999969058
S2,T3067,8.751305485718568
S2,T3068,7.184902043293831
S2,T3069,14.760164374036265
S2,T3070,13.423968389651002
S2,T3071,12.360781195272486
S2,T3072,12.38908957938204
S2,T3073,12.23773426481038
S2,T3074,12.482248442526124
S2,T3075,12.76975792177714
S2,T3076,12.727018948668587
S2,T3077,12.4815088567637
S2,T3078,12.605324866278995
S2,T3079,12.687126899496528
S2,T3080,12.343841872484713
S2,T3081,11.869045289385529
S2,T3082,11.87520858411507
S2,T3083,11.740914603805543
S2,T3084,4.997747684415343
S2,T3085,4.811249061779697
S2,T3086,4.488225997574587
S2,T3087,4.792604781000528
S2,T3088,5.818878015399409
S2,T3089,14.706793844649464
S2,T3090,17.572107603268925
S2,T3091,16.529646240617584
S2,T3092,14.90125198561703
S2,T3093,14.130981944611667
S2,T3094,12.72250786666605
S2,T3095,11.882752751925187
S2,T3096,11.483156280487753
S2,T3097,11.269145431945294
S2,T3098,10.962001754216923
S2,T3099,10.460443642545837
S2,T3100,10.392708131565351
S2,T3101,10.207062594678487
S2,T3102,9.605934093674023
S2,T3103,10.096438957127468
S2,T3104,9.956924585092102
S2,T3105,9.593714089526335
S2,T3106,9.555184819366714
S2,T3107,9.283420334926332
S2,T3108,3.010148208666635
S2,T3109,2.8756587527691915
S2,T3110,2.932107004448463
S2,T3111,2.875703591785882
S2,T3112,3.0527880314905804
S2,T3113,9.170429165647034
S2,T3114,9.890126703073218
S2,T3115,9.995377385644975
S2,T3116,10.092121583894738
S2,T3117,10.012488993045476
S2,T3118,8.682872588816705
S2,T3119,7.516199162199691
S2,T3120,6.527137608410494
S2,T3121,5.981086752330249
S2,T3122,6.033082566832852
S2,T3123,5.947492212290393
S2,T3124,7.014381047105644
S2,T3125,11.263343841857514
S2,T3126,12.347310286088351
S2,T3127,12.992551801111997
S2,T3128,12.279346890232594
S2,T3129,11.653556593214969
S2,T3130,11.326535492804275
S2,T3131,10.567097984620071
S2,T3132,9.831494206192872
S2,T3133,3.7087847218938386
S2,T3134,3.5781358849332685
S2,T3135,3.5932509773494994
S2,T3136,9.685751714338346
S2,T3137,11.076936785493265
S2,T3138,12.310542591651354
S2,T3139,12.41286038612588
S2,T3140,12.931734175588783
S2,T3141,12.35575942252991
S2,T3142,11.689663709021207
S2,T3143,12.050346787487173
S2,T3144,11.333391851760375
S2,T3145,11.017545020186022
S2,T3146,10.701468039208809
S2,T3147,10.670865875563937
S2,T3148,11.361814871398202
S2,T3149,13.700011119067748
S2,T3150,15.777861844453465
S2,T3151,13.776147887483422
S2,T3152,12.86442975375489
S2,T3153,12.416121304168069
S2,T3154,12.08074184566783
S2,T3155,11.475348011669013
S2,T3156,10.916713129458595
S2,T3157,10.599718387206739
S2,T3158,10.614118132344824
S2,T3159,10.659887492927075
S2,T3160,11.984753412886224
S2,T3161,13.134364625009013
S2,T3162,13.922112825463627
S2,T3163,14.229630906784223
S2,T3164,13.62967977995148
S2,T3165,13.319255393668355
S2,T3166,12.81540261647006
S2,T3167,12.830631931520477
S2,T3168,12.36993182872989
S2,T3169,12.070387316692356
S2,T3170,12.175854037332584
S2,T3171,12.078047302542128
S2,T3172,13.204601304100658
S2,T3173,16.161079410716486
S2,T3174,11.27293978930556
S2,T3175,19.516450344824662
S2,T3176,17.29244193508806
S2,T3177,17.245872877148503
S2,T3178,16.732376966599276
S2,T3179,16.206992351970772
S2,T3180,15.635689153909055
S2,T3181,15.144954305382548
S2,T3182,15.148170745976106
S2,T3183,14.95772428943975
S2,T3184,16.99024408043177
S2,T3185,10.195901176088794
S2,T3186,10.38749369289986
S2,T3187,16.47399800659055
S2,T3188,15.519861373221127
S2,T3189,13.375991859418459
S2,T3190,11.977350449454287
S2,T3191,11.28566527271275
S2,T3192,11.069915914519212
S2,T5209,4.609922602301061
S2,T5210,4.700843424484192
S2,T5211,4.924390771342655
S2,T5212,5.541463280031322
S2,T5213,6.184648698609325
S2,T5214,7.041197937255757
S2,T5215,6.976775175890418
S2,T5216,6.680159700784086
S2,T5217,5.440369200006129
S2,T5218,5.06112866742716
S2,T5219,4.889809960183546
S2,T5220,5.060420812892041
S2,T5221,4.9869536480697585
S2,T5222,4.840095577883656
S2,T5223,5.603384661911087
S2,T5224,6.128337874227502
S2,T5225,6.843701290334372
S2,T5226,8.068716454455013
S2,T5227,7.2377092044503035
S2,T5228,6.641701473405251
S2,T5229,6.6207495917100685
S2,T5230,6.154988843517843
S2,T5231,5.890768903428348
S2,T5232,5.581115276992116
S2,T5233,5.377838144161976
S2,T5234,5.25693582189933
S2,T5235,5.258724956104314
S2,T5236,5.894641699933122
S2,T5237,7.075773251920865
S2,T5238,7.875522149625062
S2,T5239,7.296763845830498
S2,T5240,6.949753277936527
S2,T5241,6.891897151577397
S2,T5242,6.317939412924242
S2,T5243,4.978519917057038
S2,T5244,4.901864677673333
S2,T5245,4.685742593069999
S2,T5246,4.588177831703892
S2,T5247,4.906423918157635
S2,T5248,5.4237689455179305
S2,T5249,5.924340528783419
S2,T5250,6.672894443528221
S2,T5251,6.3397775694106615
S2,T5252,6.385682826991675
S2,T5253,6.312040686191907
S2,T5254,5.98925387983046
S2,T5255,6.549981172861595
S2,T5256,5.935743184879471
S2,T5257,5.698245530229349
S2,T5258,5.477712878706071
S2,T5259,5.415358068924474
S2,T5260,5.547903143955424
S2,T5261,5.592693927844604
S2,T5262,5.875048097827922
S2,T5263,6.052300191387755
S2,T5264,6.181573071630427
S2,T5265,5.636035964980869
S2,T5266,5.1475122262195
S2,T5267,4.535506376160616
S2,T5268,3.986143551978981
S2,T5269,3.746772277798594
S2,T5270,3.8604375182061856
S2,T5271,3.815467442246395
S2,T5272,4.217555298080092
S2,T5273,5.083866313238235
S2,T5274,5.364744561626133
S2,T5275,5.938749879476091
S2,T5276,6.1707390425069795
S2,T5277,5.933059175584405
S2,T5278,5.344740587447208
S2,T5279,5.283179237535859
S2,T5280,5.273902520503282
S2,T5281,5.216199184892253
S2,T5282,4.827028256818063
S2,T5283,4.732418150321741
S2,T5284,4.857790702541659
S2,T5285,4.821741888720282
S2,T5286,4.805677737102017
S2,T5287,4.711923257423675
S2,T5288,4.555921562634702
S2,T5289,4.653882388637753
S2,T5290,4.40584034567003
S2,T5291,3.940164273585826
S2,T5292,3.660823757366262
S2,T5293,3.3609113486578854
S2,T5294,3.2965331692941264
S2,T5295,3.689486776814044
S2,T5296,4.035637948380297
S2,T5297,4.77180768112638
S2,T5298,5.173809230055229
S2,T5299,5.580199103299887
S2,T5300,5.771213136636271
S2,T5301,5.376824552947434
S2,T5302,4.303128209014704
S2,T5303,5.004378689651104
S2,T5304,4.903453534293246
S2,T5305,4.8767668924241745
S2,T5306,4.6137824748942675
S2,T5307,4.7998753254520645
S2,T5308,5.027607432275903
S2,T5309,6.950794082356382
S2,T5310,7.58717902771573
S2,T5311,8.324587048405306
S2,T5312,7.686445217464487
S2,T5313,7.456331267482699
S2,T5314,7.035443732550539
S2,T5315,6.522809956094382
S2,T5316,6.285351388756781
S2,T5317,6.020465683756858
S2,T5318,5.897501730203488
S2,T5319,5.646853736909049
S2,T5320,5.697712924718927
S2,T5321,6.247341146987272
S2,T5322,7.248555797084085
S2,T5323,6.66187796905752
S2,T5324,6.498372204488665
S2,T5325,6.400507112342553
S2,T5326,5.298509257045343
S2,T5327,5.965280406585527
S2,T5328,5.862361195571846
S2,T5329,5.611477568475702
S2,T5330,5.464034631248489
S2,T5331,5.585293074639883
S2,T5332,5.908105504205978
S2,T5333,6.7348711076372725
S2,T5334,7.633967666924206
S2,T5335,8.605795959076262
S2,T5336,8.287640127909427
S2,T5337,8.149182590750021
S2,T5338,7.839710314741674
S2,T5339,7.536472806732227
S2,T5340,6.765386242177809
S2,T5341,7.051288033033672
S2,T5342,7.0833310966747325
S2,T5343,6.482700411338086
S2,T5344,7.077509999206689
S2,T5345,6.897879607472487
S2,T5346,6.990653829870888
S2,T5347,6.481522502889844
S2,T5348,6.429398879202242
S2,T5349,6.012944488819286
S2,T5350,5.222744357357517
S2,T5351,4.877520621885746
S2,T5352,4.804951992495666
S2,T5353,4.8437356468464285
S2,T5354,4.982565162905394
S2,T5355,5.28923761358057
S2,T5356,5.923784223742262
S2,T5357,6.724928419224194
S2,T5358,9.253887588986991
S2,T5359,9.5855794680704
S2,T5360,9.458584065397007
S2,T5361,9.648708935939489
S2,T5362,9.255164030096665
S2,T5363,8.925665516739503
S2,T5364,8.415763760803221
S2,T5365,8.701589109026447
S2,T5366,8.068052815405899
S2,T5367,8.325332162508044
S2,T5368,8.198939887304286
S2,T5369,8.42774441852671
S2,T5370,8.703476362201226
S2,T5371,7.434675726056494
S2,T5372,6.956123269399936
S2,T5373,6.658000872687951
S2,T5374,5.740669164228501
S2,T5375,5.796529703640503
S2,T5376,5.595318099511336
S2,T7393,5.999625039752234
S2,T7394,5.875693871284721
S2,T7395,5.862780644476316
S2,T7396,5.912116944987058
S2,T7397,6.071254774843324
S2,T7398,6.315849492854968
S2,T7399,6.9101436519312935
S2,T7400,6.756507451929068
S2,T7401,6.656340325906895
S2,T7402,6.5158232350427525
S2,T7403,6.385877924101888
S2,T7404,6.316306517974749
S2,T7405,6.514119718071439
